text,bin_toxicity,lang,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,pred_toxicity,pred_obscene,pred_insult,pred_identity_attack,pred_threat,pred_severe_toxicity,pred_bin_toxicity
"Pedofilski skandal na skoczni - homoseksualiści znowu w natarciu JEBAĆ LPG!!!!
Film o Mocnych nerwach :/",1,pl,,,,,,,,0.6592378616333008,0.04979800060391426,0.030783751979470253,0.09962766617536545,0.0038203964941203594,0.0038872433360666037,1
"Żyjemy w zjebanym kraju więc nie dziwią że nikt nie reaguje, sam też bym nie reagował. Bo albo dostałbym lepe na ryj od typa, a jeśli to ja bym zwyciężył w tym ""pojedynku"" to od razu przesłuchania na komendzie itp itd i znając życie to ja zostałbym napastnikiem jeszcze. Więc 4 litery im ...",1,pl,,,,,,,,0.22803503274917603,0.014170633628964424,0.005152847617864609,0.002682630904018879,0.0015276639023795724,0.0007243741420097649,0
"{USERNAME}: Nadstawmy policzek do bicia po chrześcijańsku i w nic się nie mieszajmy. Tak rzecze religia katolicka. Banda pajaców. Jak im wjadą na chałupy, to inaczej będą śpiewać jak za hitlera. Świętojebliwe kurwy. Jestem pewien, że by święcili ruskie czołgi jakby wygrali. Taka ich filozofia.",1,pl,,,,,,,,0.2212994247674942,0.01690756343305111,0.005753783043473959,0.003350465092808008,0.0014835790498182178,0.0007572579197585583,0
"{USERNAME}: no dobrze, ale na kogo mam w takim razie zagłosować skoro żadna z partii nie reprezentuje w pełni moich wartości? Mam oddać pusty głos czy jednak wybrać mniejsze zło? A może w ogóle nie iść na wybory? Bierzesz w ogóle taką opcję pod uwagę że np. taka Konfa też mi nie leży ale uważam że mają lepszy program (podatkowy) niż dalsze rozdawnictwo i grabienie przez PiS/PO/Lewicę/[surname]?",0,pl,,,,,,,,0.036909107118844986,0.002570822834968567,0.0011688526719808578,0.0005310949054546654,0.0004031178541481495,0.00020222930470481515,0
"ten debil pewnie nie wie, że niedługo będzie trzeba żebrać w rosji o ropę bo po takim idiotycznym zachowaniu oni wcale nie będą zainteresowani żeby ją nam sprzedać",1,pl,,,,,,,,0.7924421429634094,0.10894154757261276,0.0889347642660141,0.02040179818868637,0.004645659122616053,0.003838796867057681,1
Pan murzyn akurat nie robi minety pani krowie tylko jej dmucha w cipsko zeby pobudzić laktację. Doucz sie rumunie,1,pl,,,,,,,,0.40156617760658264,0.02272169478237629,0.009670669212937355,0.006549895275384188,0.002548747695982456,0.0011953185312449932,0
"Z ostatniej chwili: 

Prezydent Aleksander [surname] wypowiedział wojnę Stanom Zjednoczonym Ameryki Północnej. POTUS Joe [surname] wyraził swoje głębokie zaniepokojenie oraz poinformował o możliwości użycia broni jądrowej.

#wojna #ukraina",1,pl,,,,,,,,0.047248173505067825,0.002879031002521515,0.0016601326642557979,0.000812649610452354,0.0004740047734230757,0.00024160384782589972,0
{USERNAME}: bo z powodu wojny na Ukrainie i szukania alternatywnego źródła ropy naftowej trwały rozmowy z Wenezuelą. W planie było złagodzenie a nawet zniesienie sankcji.,0,pl,,,,,,,,0.015469158068299294,0.0008665905334055424,0.0006339699029922485,0.0003415787359699607,0.00023412065638694912,0.00012840525596402586,0
"{USERNAME}: Lepiej, żeby nie głosowali na PO, na PiS też mogą nie głosować. Ale najważniejsze, żeby Ruska partia do polskiego sejmu nie wróciła z zbyt dużą ilością Posłów, bo się znów zacznie wyprzedaż Polski za stanowiska w gazpromie.",0,pl,,,,,,,,0.07440374046564102,0.003532900009304285,0.0018424276495352387,0.0010446620872244239,0.0006858675042167306,0.0002817682398017496,0
"Tak totalnie z czapy, Wy sobie zdajecie, ze to tylko polskie Karyny, pseudoksiezniczki i pustaki patrza na wzrost prawda? :D Mam 173, nigdy nie mialem problemow z laskami za mlodu. Teraz mam 30 pare lat, zone jak z obrazka i 5 letniego syna, a jeszcze panienki sie za mna ogladaja. I nie mowie tego zeby sie wywyzszyc tylko zeby udowodnic, ze lasek nie macie tylko dlatego, ze jestescie zjebani umyslowo :) Wy bez wykopowego respiratora, bez ciaglego narzekania na sukces innych nie macie prawa istniec i nawet nie powinniscie. Nic nie wnosicie do swiata oprocz kolejnych cegielek wojen na plaszczyznie kobieta-mezczyzna. Wiekszosc z tych narzekaczy nawet nie pracuje tylko siedzi w piwnicy i klika po falszywych kontach na tinderze. Nie zeby mi bylo zal Waszego zjebanego zycia ale moze juz starczy? :) Nas, normalnych ludzi, Wasz poziom spierdolenia gowno obchodzi :)",1,pl,,,,,,,,0.3968132436275482,0.039188824594020844,0.012871712446212769,0.00877477414906025,0.0032821078784763813,0.0016478827456012368,0
"Stare baby jebać prondem ᕙ(⇀‸↼‶)ᕗ
Stanie ci taki +40-letni tuman nad głową jak siedzisz sb normalnie uczciwie w tramwaju i zacznie ci kaszleć nad uchem kurła jeszcze w czasach wszechobecnej zarazy chińskiej takie rzeczy odpierdalać to trzeba być amebą umysłową do potęgi. 

#zalesie #p0lka #starebabyjebacpradem",1,pl,,,,,,,,0.2066575139760971,0.019445648416876793,0.003953559324145317,0.0017183036543428898,0.001380064175464213,0.000757551402784884,0
{USERNAME}: Jeden i drugi jest na podobny poziomie XD,0,pl,,,,,,,,0.00851426087319851,0.0006328030722215772,0.00042404315900057554,0.00023751139815431088,0.00018078158609569073,0.0001165341236628592,0
"HEJ IRAN Jazda z lgbowskimi szmatewcami i robalami 

#mecz",1,pl,,,,,,,,0.17496392130851746,0.016174210235476494,0.004858484957367182,0.002224073512479663,0.0009842710569500923,0.0006601099157705903,0
"{USERNAME}: Znajomy kiedyś wyrwał dupę. Jednak jej koleżanka miała chętkę na jego wędkę. Jak jej odmówił na kolejny dzień spotkania ta nagadała swojej psiapsiułce, że zaproponował jej seks w toalecie jak byli w klubie. Skończyło się tak, że z tej krótkiej znajomości nic nie było, bo uwierzyła wieloletniej koleżance niż randomowi z klubu.  

Czy to jest #!$%@?...? Tak. Czy dziwne? Zdarza się :D",0,pl,,,,,,,,0.034544963389635086,0.0023768742103129625,0.0010852296836674213,0.00045891967602074146,0.0004227612807881087,0.00019199468079023063,0
"J#bać mercedesy. 
 #f1",1,pl,,,,,,,,0.001692401710897684,0.00021465469035319984,0.00020658332505263388,0.00014892352919559926,9.649691492086276e-05,9.100523311644793e-05,0
">Jednak wysokie ceny, ""paragony grozy"" i pełne hotele wręcz odstraszają
Skoro wszystko jest pełne to obiektywne fakty mówią że jest... za tanio. Paragony grozy to standardowa śpiewka przygłupów którzy myślą, że do biletu na pendolino kupionego na promocji za stówkę powinni im dodać jeszcze niewolnika którym im przez tydzień gotuje i sprząta.",0,pl,,,,,,,,0.18673615157604218,0.013258008286356926,0.004768867511302233,0.0022994899190962315,0.001169710187241435,0.0006376748206093907,0
Ahmed ty jebany debilu. Odkręć kolanko i wyczyść syf zamiast palić rury.,1,pl,,,,,,,,0.11799819767475128,0.005664880387485027,0.00233840080909431,0.0013987807324156165,0.0009469205397181213,0.00036660945625044405,0
"to właśnie tam będziemy palić niemców w piecach zagłady? Tak jak oni kiedyś nas, naszych żydów, cyganów, pedałów...Wyczuwa zemstę suka owczarka niemieckiego rozrywającego dzieci ludzkie...",1,pl,,,,,,,,0.47309669852256775,0.03668178990483284,0.013707767240703106,0.006271875463426113,0.002637583063915372,0.0014572428772225976,0
"Mam nadzieję że konfa to przyklepie, w odwecie za ostatnią komisję i przepchnięcie segregacji. Ch*j wam na grób.",1,pl,,,,,,,,0.43793508410453796,0.07794811576604843,0.01596069522202015,0.0052045295014977455,0.0017236826242879033,0.0016199643723666668,0
"{USERNAME}: te srceeny? xD zaraz ci podeślę kwit na przelew na bańkę na schronisko dla zwierząt i uwierzysz? olgierd był jest i będzie gorszy niż menel A bo rodo, tłumaczenie gościa który jest przegrywem i krętaczem to tak jak by własną matkę kurwą nazwać",1,pl,,,,,,,,0.07022181153297424,0.004013179801404476,0.0020302091725170612,0.0009255290497094393,0.0006272111204452813,0.0002832353347912431,0
{USERNAME}: tak. Kolega wasz wyimaginowany przelew na ruble kretynie xD mam prawo do własnego zdania to że was piecze dupsko to cecha waszego miernego charakteru xD,1,pl,,,,,,,,0.05585420876741409,0.0027861809358000755,0.0014637092826887965,0.0006866451003588736,0.0005664007039740682,0.00022091114078648388,0
"{USERNAME} te pseudo kobiety w protestach też zaprzeczają, większy szacun dla kurew z roksy",1,pl,,,,,,,,0.03545152023434639,0.0014620639849454165,0.0009751659817993641,0.0004599442472681403,0.0003508452500682324,0.00015060430450830609,0
{USERNAME}: rzyg to twoje wypociny kretynie,1,pl,,,,,,,,0.005312472581863403,0.00035874295281246305,0.0003517442673910409,0.00021695632312912494,0.00011562800500541925,9.825649613048881e-05,0
{USERNAME}: kretyn. Zgloszone,1,pl,,,,,,,,0.0009731157915666699,0.00017885562556330115,0.00018233618175145239,0.00014000125520396978,0.00010659136751201004,9.955651330528781e-05,0
"> Neuropa to jeb... żydokomuna

{USERNAME}: racja :D 
(koment tylko dlatego że mod usunął :D fucka [pseudonym] :D)",1,pl,,,,,,,,0.6215343475341797,0.5422215461730957,0.05364521965384483,0.002944893902167678,0.0013989319559186697,0.004774388391524553,1
"{USERNAME} i pewnie z tyłu nikt mie miał zapiętych pasów, bo było ich za dużo. Sami zginęli i jeszcze zgnietli tych co siedzieli z przodu.",0,pl,,,,,,,,0.07019926607608795,0.0034291036427021027,0.0017100338591262698,0.000865824637003243,0.0006819928530603647,0.00026597530813887715,0
"Niemcy
... Burdel Europy
POlki 
.... Naiwne idiotki",1,pl,,,,,,,,0.9699113368988037,0.5530788898468018,0.836125910282135,0.06318723410367966,0.0016342835733667016,0.022296728566288948,1
Mechanizm autodestrukcji dewiantów?( ͡° ͜ʖ ͡°),1,pl,,,,,,,,0.0014142851578071713,0.00021783271222375333,0.00019743524899240583,0.00014828474377281964,0.00011256581638008356,9.829548798734322e-05,0
"> Myślała że to odżywka dla goryli.

( ͡° ͜ʖ ͡°)",1,pl,,,,,,,,0.005617390852421522,0.0004382690240163356,0.0003315481299068779,0.00020936303189955652,0.00013546846457757056,0.00010221765114692971,0
"{USERNAME}: Wiem o tym. Ja mówię o sytuacji gdy pozycja przestanie być regulowana lub po prostu skończy się paliwo i przestanie być dostarczane. 
 
 {USERNAME}: Nie masz racji. Nie istnieje taki obiekt w na naszej orbicie który jest idealnie wyważony pomiędzy przyciąganiem ziemskim, słońca i księżyca. Zawsze są jakieś wahania i iss jest minimalnie zawsze bardziej przyciągany przez ziemię.",0,pl,,,,,,,,0.06980567425489426,0.004043279681354761,0.0018500288715586066,0.0011748961405828595,0.0007769723888486624,0.00032500794623047113,0
"{USERNAME}: no to oglądaj dalej to gówno i nasiąkaj tym ścierwem ... 
eot",1,pl,,,,,,,,0.015039288438856602,0.0009652913431636989,0.0006055745179764926,0.0002743369259405881,0.00023314563441090286,0.00012064883776474744,0
"{USERNAME}: ze cie zabije to Ci matka nawet powie jak ja wkurwisz pewnie a juz konkretne groźby od kogoś zamieszanego w pocięcie nożem człowieka to trochę inna kategoria łebku, nawet w sądzie",1,pl,,,,,,,,0.07011620700359344,0.0036199234891682863,0.0017112642526626587,0.0007871674024499953,0.0005943326978012919,0.0002598854771349579,0
"{USERNAME}: wszyscy wiedzą już czym jest to wasze faszystowskie narodowo-katolickie gówno i wasze ""wartości"" i zaczynacie kwik! HA TFU na was",1,pl,,,,,,,,0.26826637983322144,0.024493426084518433,0.00758564006537199,0.0033816848881542683,0.0014852159656584263,0.0007914229645393789,0
"{USERNAME}: utkaj pizde i wykurwiaj stąd kleszczu i nawt nie mrugaj, bo zapierdole okrutnie. Essa",1,pl,,,,,,,,0.035293012857437134,0.0018959750887006521,0.0011110494378954172,0.0005109848571009934,0.00035868925624527037,0.00017037625366356224,0
"
  Robili kiedyś doświadczenia na szczurach i te niedożywione żyły sporo dłużej. Amerykanie są zapasieni a my szybko ich doganiamy.

{USERNAME}:  ostatnio (2016) był za to nobel - autofagia                			",0,pl,,,,,,,,0.014732135459780693,0.0009558102465234697,0.0007024645456112921,0.0004094316391274333,0.00023039180086925626,0.00014135500532574952,0
{USERNAME}: jak dla mnie to trzeba być zjebem by komukolwiek przeglądać wiadomości w telefonie.,1,pl,,,,,,,,0.00974171981215477,0.0006980064790695906,0.0004997919895686209,0.0002609018702059984,0.00017640301666688174,0.00011467107833595946,0
"

            {USERNAME}: klamiesz w swoim wpisie. Nie udawaj az takiego glupka by nie wiedziec o co chodzi.                			",0,pl,,,,,,,,0.03088679350912571,0.0017645242623984814,0.0011375113390386105,0.0005567700718529522,0.00028567531262524426,0.00016695116937626153,0
"Juz tak pierdoli od ponad godziny.

Kiedy zacznie mowic skad wezmie na to pienianzki jeden z drugim ( ͡° ͜ʖ ͡°) ?
#nowylad #jebacpis #cotusieodpierdala #pis",1,pl,,,,,,,,0.19867326319217682,0.013877201825380325,0.00451435474678874,0.0015334273921325803,0.000872116070240736,0.000510148995090276,0
{USERNAME}: jazda z kurwami sędzia chuj pozdrowienia do więzienia,1,pl,,,,,,,,0.009460804052650928,0.0005791760049760342,0.0004699549463111907,0.0002525505260564387,0.00017389845743309706,0.00010896619642153382,0
"{USERNAME}: Możecie spokojnie blokować tą inwestycję. Gość #!$%@? od rzeczy, aby was wszystkich zniechęcić do dalszej walki.",0,pl,,,,,,,,0.019622040912508965,0.0011049233144149184,0.0007375483983196318,0.00029795191949233413,0.00021061679581180215,0.00012105528730899096,0
"{USERNAME}: 1,5 miliarda to budżet na całą ekipę, co daje średnio 1,8mln na głowę w skali roku.",0,pl,,,,,,,,0.014025375247001648,0.000905438675545156,0.0006055710255168378,0.00030393307679332793,0.0002102017169818282,0.00012463756138458848,0
Trzeba się tego problemu w końcu z Polski pozbyć.,0,pl,,,,,,,,0.04674787074327469,0.001650750869885087,0.0010942411608994007,0.0007331779925152659,0.0005250878748483956,0.00020610542560461909,0
"Dobrze ze mamy takiego malpiszona
#siatkowka",1,pl,,,,,,,,0.07314042747020721,0.0030859492253512144,0.002162333345040679,0.0009812078205868602,0.00044252420775592327,0.00023282397887669504,0
">wstydzące się polskości
{USERNAME}: oj znów zielonka, notujemy ostatnio wysyp zielonych pisowskich trollów... wy byście chcieli, aby inni się wstydzili z polskości, ach te wasze słabe manipulacje XD",0,pl,,,,,,,,0.08757557719945908,0.005395316984504461,0.002435184782370925,0.0009422263246960938,0.0005728102405555546,0.0003007599734701216,0
"Facet ma jaja. Jeszcze większe mają ci, co stoją koło tej wirującej deski.",0,pl,,,,,,,,0.12291815131902695,0.006544105242937803,0.0028692353516817093,0.0012330448953434825,0.0007116575143299997,0.0003524176136124879,0
"Chuj wam w pupę [surname]. Limit plusów. Brak możliwości edytowania komentarza do wpisu.
Zdenerwowałem sie
#zalesie #gownowpis",1,pl,,,,,,,,0.07476487755775452,0.0040257652290165424,0.0020582745783030987,0.001030605286359787,0.000605336797889322,0.00027792202308773994,0
{USERNAME}: Prace społeczne to nie więzienie,0,pl,,,,,,,,0.012202268466353416,0.0006453947862610221,0.0005358295748010278,0.0002971080248244107,0.00019614130724221468,0.00011363252997398376,0
{USERNAME}: niech giną kacapskie ścierwa,1,pl,,,,,,,,0.0008724422659724951,0.00018505609477870166,0.00018124432244803756,0.00014497348456643522,0.00010332425881642848,0.00010630754695739597,0
{USERNAME}: zamknij tę dupę komunistyczna świnio,1,pl,,,,,,,,0.009403519332408905,0.0005708954413421452,0.0004323591710999608,0.0002636117860674858,0.00017583441513124853,0.00011022550461348146,0
