,text,bin_toxicity,lang,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,pred_toxicity,pred_insult,pred_obscene,pred_identity_attack,pred_threat,pred_severe_toxicity,pred_bin_toxicity
35,I bet China would be happy to help Puerto Rico rebuild in exchange for a nice military base.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006381034618243575,0.00017500495596323162,0.00018597733287606388,0.00019543638336472213,0.0001659651898080483,0.00014456571079790592,0
36,"“This was not an action that was taken lightly. The EPA doesn’t go around suing willy-nilly.” said Jane Ard-Smith, chair of the Pikes Peak chapter of the Sierra Club. Coming from a representative of the most sue happy non-profit in the U.S., this statement doesn't carry much credibility.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018253703601658344,0.00021470259525813162,0.00023721899196971208,0.00014980140258558095,9.688869613455608e-05,9.210149437421933e-05,0
37,We all know in a cash business uncle sam will never get their fair share when cash is stored in shoe boxes.   So who is watching the hen house?  Will our power & water costs will go up?  Will the gov be seizing double sets of books?  What is the fine for not declaring all your profits in a cash biz?,0,eng,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.01079945731908083,0.0006087666261009872,0.0007801384781487286,0.00021168967941775918,0.00014234821719583124,0.00010082172957481816,0
38,"The command to ""sin no more "" appears to indicate that the woman was guilty. I don't think the lesson has to do with evidence. It says we are not worthy enough to condemn others for many types of sins. 
I would assume this does not apply to criminal activity like murder or theft though.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01744069531559944,0.0007264269515872002,0.0006297700456343591,0.000616981356870383,0.000335611286573112,0.00015083281323313713,0
39,"Eight years after the first high-quality publication that small particulate pollution causes brain damage, a finding that has been repeated many times now, our journalists still refuse to ever include this among the dangers of our local air pollution problem. I guess there aren't any science requirements for journalism majors.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008834489854052663,0.00018598193128127605,0.00016916474851313978,0.000144009871291928,0.0001117749561672099,0.00010399176244391128,0
40,"And let's not forget the original chemically powered rockets were also of Chinese origin.  Gee, where would those conquering white males be without all their 'fireworks'.",0,eng,0.3,0.0,0.0,0.0,0.1,0.4,0.0,0.05199615657329559,0.003563082544133067,0.0017140400595963001,0.027234815061092377,0.000797505839727819,0.0007856790325604379,0
41,"The headline does not correspond with the content in the article and specifically to what Coach Leavitt has to say on the matter.

Headline: Lamar Winston planning to make his first start on defense for Oregon Ducks at Wyoming

Article: Leavitt said he’s not sure if Winston will open the game against the Cowboys. “We have different personnel groups so I don’t know if he’ll start or not, it depends on who goes out there,” he said.

From the article it appears the defense in an ongoing state of competition and we can expect, injuries aside, to see different people inserted as starters based on practice performances.

GO DUCKS!",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000600716972257942,0.0001773303811205551,0.00018484376778360456,0.00013975822366774082,0.0001263661979464814,0.00012304795382078737,0
42,Mccallum stopped drinking in 2002.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048401979729533195,0.00030044474988244474,0.0004090071888640523,0.00020620686700567603,9.405885066371411e-05,0.00010324251343263313,0
43,"Alaska's great because of ""this man.""  Alaska's been spiraling into the toilet under Republican majority for decades and all we need is one more flush and we're done.",0,eng,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.08032219111919403,0.0021492387168109417,0.0021861763671040535,0.000995791400782764,0.00033705050009302795,0.00018364320567343384,0
44,Isn't the person dead?,0,eng,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008380588260479271,0.00018344787531532347,0.00018345208081882447,0.00013507054245565087,0.00011054886999772862,0.0001078908026101999,0
45,"Everybody want's the piece of pie, Owners, Contractors, and the Senate.",0,eng,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.001165811438113451,0.000188562145922333,0.000179416558239609,0.00015261663065757602,0.0001053602245519869,9.866924665402621e-05,0
46,"Been waiting for it. The republicans have completely thrown in the towel on their 2016 chances and are trying to position for 2020.

Pence is a vanilla, boring, bible-thumper who just got done defending Trump's endless lies.  One step above Cruz.  There may be a worthy republican to unseat Clinton, but he's not it.",0,eng,0.3,0.0,0.0,0.0,0.2,0.1,0.0,0.08202993124723434,0.013978361152112484,0.0038927642162889242,0.0024320881348103285,0.0002398494107183069,0.0003247388231102377,0
47,The only safe space needed would be for conservatives. It's only going to get worse.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010055928491055965,0.00045792138553224504,0.00026320494362153113,0.000791519065387547,0.00023468720610253513,0.000137668801471591,0
48,So you advocate for increased property taxes instead?  I prefer consumption taxes so people have more control.  Like it or not many municipalities will need funds to improve roads and infrastructure and it needs to come from some where....,0,eng,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008254639687947929,0.00018234817252960056,0.0001599476090632379,0.00015769513265695423,0.0001313662069151178,0.00011312850983813405,0
49,"A better question is, ""In your last election, how much campaign donations did you accept from the U.S. Chamber of Crypto-Fascist, Crony Commerce? Or, can you support a Senate leader who refuses to eliminate the ""blue-slip"" provision?",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010041766799986362,0.0001868174585979432,0.00016036178567446768,0.0001616470399312675,0.00010638766252668574,0.00010010379628511146,0
50,"Just because in the past people's mental health was disregarded, doesn't mean that it was right. From my experiences and observations, it created a generation of adults who are miserable and unable to deal with their emotions or admit when they are in need of help. There is a reason suicide rates are so high, and if institutions are doing their part to potentially help decrease those numbers, then in my eyes that is a good thing.",0,eng,0.11111111,0.0,0.0,0.11111111,0.11111111,0.0,0.0,0.008951942436397076,0.0007380184251815081,0.00036363149411045015,0.0003719324595294893,0.00015595484001096338,0.00011735452426364645,0
51,adding to that there is a lot of American investment in Canadian companies so their benefiting on multiple fronts... our economies are heavility integrated.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006094075506553054,0.00017548150208313018,0.00017927993030752987,0.00014511523477267474,0.00012752730981446803,0.00012362835695967078,0
52,"Niki-- In 9 years the UA budget increase from $229m to $370m. That's a 62% increase while inflation was 19%. The ""draconian cuts"" still leave UA with decade-long budget increases more than double inflation.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008098982507362962,0.00018137224833481014,0.00018003863806370646,0.0001383725175401196,0.00010915693565038964,0.00010633341298671439,0
53,He has a masters of science in Chemistry and the Charism of Bishop and Pope. He has plenty of theologians on his payroll and in his Order that he can rely on.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010096841724589467,0.00020498130470514297,0.0001588584273122251,0.00014791700232308358,0.00010984030814142898,9.957997826859355e-05,0
54,"Why not attach a poll to this article asking our preference?  Let the powers that be see what Canadians think and what they want.  Even with the chance for the prizes, I will still prefer to watch the full US broadcast with the commercials.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006522854673676193,0.0001783433835953474,0.00016322532610502094,0.00015444068412762135,0.00013087684055790305,0.00012128486559959128,0
55,"Well, it appears the staff needs trashing. If they would do what he tells them to, then he would not complain that they aren't. It's not the pope's fault, it's the curia's fault.",0,eng,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.03922433406114578,0.0017819205531850457,0.0011335997842252254,0.00047694778186269104,0.0001950837904587388,0.00014587814803235233,0
56,"All the folks you mention are dead. The Southern Strategy was real and deliberate. The only thing stopping you from Googling it up and reading about it is your intense desire to remain ignorant of facts you don't like. Reagan won every Southern state except Georgia in 1980. Jimmy Carter was Georgia's Favorite Son.

The important thing is that the ""Solid South"" is now solidly Republican. In spite of your meaningless citation of a dozen dead people, the South has changed little in political and social character, still being the center of black voter discouragement, disenfranchisement, and gerrymandering. Only a few states are ""solid"" Democratic states, by contrast; the ""flyover states"" are mostly firmly Republican, and the ""rust belt states"" are in contention. Southern voters and politician are the same as always except that now they call themselves ""Republican"". And without the South, Republicans could not win the presidency any more.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013644077815115452,0.0007339140283875167,0.00047229291521944106,0.00037687027361243963,0.00020139265689067543,0.0001034103988786228,0
57,"Thank you Mr. Bennett for representing me and my small business
 I'll continue to bending over and grabbing my ankles and paying my $497.00 A month with my $7,500.00 deductable.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006672397721558809,0.00018054887186735868,0.00018524604092817754,0.00014165008906275034,0.00014194984396453947,0.00012470816727727652,0
58,I totally understand what murder is.  This is the killing of a person with the sanction and approval of the State.  It's an execution.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03460010886192322,0.0009863290470093489,0.0012202204670757055,0.0009909553918987513,0.0021589838434010744,0.0003016438568010926,0
59,Nonsense. He actually pitched pretty well last night. Grienke was really in a groove.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016608694568276405,0.0007962738163769245,0.0004938842612318695,0.0002762126678135246,0.00013690991909243166,0.00010178704542340711,0
60,"The People Are Going To Rise Like The Waters Upon Your Shore: A Story of American Rage.
_______________________________________________________________
This guy's book is a little late 
Our rage is already satiated. That is why we voted in Trump.
Typical democrat - 1 year late and 100 lbs light",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03768018260598183,0.0010878692846745253,0.0008137371623888612,0.001469232956878841,0.0005234387936070561,0.00017884097178466618,0
61,"One point of note with regards to Australia's minimum wage: Tipping is all but unheard of there.  So those working in restaurants or bars might get a higher ""wage"" but little to no tips, so their overall wage is comparable.

Obvious restaurants and bars aren't the only ones that pay low wages, but they are one of the big industries paying lower wages here.

Also prices in Australia are quite a bit higher than in Canada.  OECD puts the Purchasing Power Parity comparison at roughly 16% higher, so $17.60 Aussie dollars is more like $15 Canadian dollars from a PPP perspective.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005728721735067666,0.000172987041878514,0.00017924726125784218,0.00014943005226086825,0.00012336327927187085,0.00012592824350576848,0
62,"Where are all the Catholic schools in Chicago?  Why were they not supported and continue to thrive.  Do you think the demographics had something to do with it.  People whose children  went to these schools mostly for free or greatly reduced rates and the same parents who did not contribute in the Sunday basket brought about the destruction of the school system that only survives in the suburbs.  Do you really want this to happen to the rest on the nation with everything you touch, see or taste.  Woman, you have no clue.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04473232105374336,0.0014051031321287155,0.0008022403344511986,0.0007796594873070717,0.00030939196585677564,0.00011995950626442209,0
63,"As the Minister of Information and Policy and Strategy advisor to the Hawaiian Kingdom I can state unequivocally and with full authority that the ""aquarium industry"" is in violation of one of the basic principles of Hawaiian culture, malama aina.

Malama aina has been a traditional socio-cultural practice of Hawaiians and ALL Polynesian peoples for many many thousands of years. Malama aina roughly translates as ""nurture and sustain what feeds and provides for us"". It means that we must act ethically, sustainably and on a subsistence basis at ALL times whenever we take food or resources from nature,

To do this we take from nature only what we need to sustain ourselves and NOTHING more and we do nothing that might effect the natural balance of all living things.

The ""aquarium industry"" violates this basic Hawaiian principle because it takes reef fish for monetary profit NOT for subsistence.

ponokeali'i
Minister of Information and
Policy and Strategy Advisor
to The Hawaiian Kingdom",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005773230805061758,0.0001724297908367589,0.0001819448807509616,0.000147634360473603,0.00013879829202778637,0.0001301785814575851,0
64,"Dazed, befuddled & confused?  Just like trump.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008176417089998722,0.0004809608217328787,0.0004233464424032718,0.00020662136375904083,9.765839786268771e-05,9.244818647857755e-05,0
65,"That's an apples and oranges comparison. The carbon tax is not an environmental issue but a political issue. If Canada were to completely stop using carbon, the global impact would be statistically insignificant. Night hunting and wildlife conservation on the other hand is an environmental issue that I am sure if everyone put politics aside, they would come to some sort of bipartisan agreement. It would be nice if these chiefs for once, took responsibility and did their job but it's obvious that their intentions run counter to the rest of the population, including their own.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005948126781731844,0.0001742121239658445,0.00017918713274411857,0.00014849698345642537,0.0001256042014574632,0.00012472481466829777,0
66,"An old professor once told me ""Never mistake ritual for reality."" The Church evolved into a community dependent on priests because of its attachment to rituals, some of them weekly. If the Church were to consider that rituals are necessary less frequently -- or not at all -- the idea of a ""priest shortage"" would have to be revisited. 
The reality of the gospel is attainable by anyone who puts it into practice in their lives. We don't need more priests. We need Catholics who take charge of their faith.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007411144906654954,0.00017551396740600467,0.00015482182789128274,0.0001721555890981108,0.00012321666872594506,0.00011653833644231781,0
67,"Marcello Caira. Very nice. Sold the company out to a bunch of students (RBI) who only care about there pocket, the brazilians pockets, and shareholders. Que desgrazia.",0,eng,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0010645888978615403,0.00019278844411019236,0.00017898633086588234,0.00014870641462039202,0.0001038747068378143,0.00010083142842631787,0
68,"This is an appalling decision in allowing the takeover of a high tech firm by businesses linked to the communist party of China, which has never renounced its' ideological commitment to combat, undermine, and destroy, western capitalism, individual rights, right of ownership, expression of differing opinion, and democratic election.  This is a country that has corrupted and bullied governances in Asia and Africa to exert their sphere of influence.  It is a regime that has brutally oppressed its' own population since assuming power in 1948.  It is a stain on the 6000 year old civilization of China.

One can only wonder whether this decision is linked to the pay for access scandal and recent contributions to the Trudeau Foundation by those affiliated with the communist regime.

We, as a nation, and critical component of western defence and democracy, must prevent this breach of  western security.  Our allies must be outraged.  A thorough investigation of this decision is required.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025079194456338882,0.0002325063105672598,0.00022358108253683895,0.00021869386546313763,0.0001152531840489246,9.983488416764885e-05,0
69,"This is a perfect example of why you will not be talking to anyone but yourself. Lack of comprehension skills. There is no point discussing with you. Doesn't matter what science is cited, you guys say it is bad, pseudo science or irrelevant. There is just no point when you consider youselves smarter than the entire EU Public Health Panel on Biocides and also their Fluoridation Panel. 
Must be nice to be so much smarter than everyone else. Pity your opinion is irrelevant to them. 
Read the letters from the various health authorities in Europe on fluoridation. Don't even try that assertion that the question was loaded. An answer that says fluoridation is not wanted, needed or in some cases not permitted, does not come from a loaded question. Now you know why your opinion is neither wanted, needed (except to laugh at) and considered superfluous. 
Please do not bother answering. We have real matters to take care of, Like kicking Fluoridation out of our community forever.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043708283454179764,0.0020854880567640066,0.0007887370302341878,0.0004247882170602679,0.00023668489302508533,0.00010469940752955154,0
